par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,top5cit,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,top5cit_cat_1,top5cit_cat_2,top5cit_cat_3,top5cit_cat_4,top5cit_cat_5,top5cit_cat_6,top5cit_cat_7,kid_count_g_m,inventor_g_m,top5cit_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,top5cit_cat_1_g_m,top5cit_cat_2_g_m,top5cit_cat_3_g_m,top5cit_cat_4_g_m,top5cit_cat_5_g_m,top5cit_cat_6_g_m,top5cit_cat_7_g_m,kid_count_g_f,inventor_g_f,top5cit_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f,top5cit_cat_1_g_f,top5cit_cat_2_g_f,top5cit_cat_3_g_f,top5cit_cat_4_g_f,top5cit_cat_5_g_f,top5cit_cat_6_g_f,top5cit_cat_7_g_f,kid_count_pq_1,inventor_pq_1,top5cit_pq_1,inventor_cat_1_pq_1,inventor_cat_2_pq_1,inventor_cat_3_pq_1,inventor_cat_4_pq_1,inventor_cat_5_pq_1,inventor_cat_6_pq_1,inventor_cat_7_pq_1,top5cit_cat_1_pq_1,top5cit_cat_2_pq_1,top5cit_cat_3_pq_1,top5cit_cat_4_pq_1,top5cit_cat_5_pq_1,top5cit_cat_6_pq_1,top5cit_cat_7_pq_1,kid_count_pq_2,inventor_pq_2,top5cit_pq_2,inventor_cat_1_pq_2,inventor_cat_2_pq_2,inventor_cat_3_pq_2,inventor_cat_4_pq_2,inventor_cat_5_pq_2,inventor_cat_6_pq_2,inventor_cat_7_pq_2,top5cit_cat_1_pq_2,top5cit_cat_2_pq_2,top5cit_cat_3_pq_2,top5cit_cat_4_pq_2,top5cit_cat_5_pq_2,top5cit_cat_6_pq_2,top5cit_cat_7_pq_2,kid_count_pq_3,inventor_pq_3,top5cit_pq_3,inventor_cat_1_pq_3,inventor_cat_2_pq_3,inventor_cat_3_pq_3,inventor_cat_4_pq_3,inventor_cat_5_pq_3,inventor_cat_6_pq_3,inventor_cat_7_pq_3,top5cit_cat_1_pq_3,top5cit_cat_2_pq_3,top5cit_cat_3_pq_3,top5cit_cat_4_pq_3,top5cit_cat_5_pq_3,top5cit_cat_6_pq_3,top5cit_cat_7_pq_3,kid_count_pq_4,inventor_pq_4,top5cit_pq_4,inventor_cat_1_pq_4,inventor_cat_2_pq_4,inventor_cat_3_pq_4,inventor_cat_4_pq_4,inventor_cat_5_pq_4,inventor_cat_6_pq_4,inventor_cat_7_pq_4,top5cit_cat_1_pq_4,top5cit_cat_2_pq_4,top5cit_cat_3_pq_4,top5cit_cat_4_pq_4,top5cit_cat_5_pq_4,top5cit_cat_6_pq_4,top5cit_cat_7_pq_4,kid_count_pq_5,inventor_pq_5,top5cit_pq_5,inventor_cat_1_pq_5,inventor_cat_2_pq_5,inventor_cat_3_pq_5,inventor_cat_4_pq_5,inventor_cat_5_pq_5,inventor_cat_6_pq_5,inventor_cat_7_pq_5,top5cit_cat_1_pq_5,top5cit_cat_2_pq_5,top5cit_cat_3_pq_5,top5cit_cat_4_pq_5,top5cit_cat_5_pq_5,top5cit_cat_6_pq_5,top5cit_cat_7_pq_5
23600,Burlington,Iowa,IA,9226,0.0028181,0.0001084,0.0004336,0.0006503,0.0004336,0.0001084,0.0005419,0.0005419,0.0001084,0,0.0001084,0,0,0,0,0,4641,0.0051713,0.0002155,0.0006464,0.0012928,0.0006464,0.0002155,0.0010774,0.0010774,0.0002155,0,0.0002155,0,0,0,0,0,4585,0.0004362,0,0.0002181,0,0.0002181,0,0,0,0,0,0,0,0,0,0,0,1143,0.0034996,0,0.0017498,0.0008749,0,0,0.0008749,0,0,0,0,0,0,0,0,0,1831,0.0016384,0.0005461,0,0.0005461,0.0005461,0,0,0.0005461,0,0,0.0005461,0,0,0,0,0,2619,0.0019091,0,0.0003818,0.0007637,0,0,0,0.0003818,0.0003818,0,0,0,0,0,0,0,2526,0.0023753,0,0.0003959,0.0003959,0.0003959,0,0.0003959,0.0007918,0,0,0,0,0,0,0,0,1107,0.0072267,0,0,0.0009033,0.0018067,0.0009033,0.00271,0.0009033,0,0,0,0,0,0,0,0
23700,Galesburg,Illinois,IL,8388,0.0015498,0,0.0001192,0.0007153,0.0001192,0.0001192,0.0003577,0.0001192,0,0,0,0,0,0,0,0,4276,0.0023386,0,0,0.0009355,0.0002339,0.0002339,0.0007016,0.0002339,0,0,0,0,0,0,0,0,4112,0.0007296,0,0.0002432,0.0004864,0,0,0,0,0,0,0,0,0,0,0,0,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,0.00104,0,0.00052,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,2264,0.0017668,0,0,0.0004417,0.0004417,0,0.0004417,0.0004417,0,0,0,0,0,0,0,0,1939,0.0015472,0,0,0.0005157,0,0.0005157,0.0005157,0,0,0,0,0,0,0,0,0,946,0.0042283,0,0,0.0031712,0,0,0.0010571,0,0,0,0,0,0,0,0,0
23801,Davenport,Illinois,IL,25652,0.0019881,0.000078,0.0001559,0.0005458,0.0003508,0.000039,0.0003119,0.0004288,0.0001559,0.000039,0,0,0,0,0,0.000039,13050,0.0033716,0.0001533,0.0002299,0.0010728,0.0003831,0.0000766,0.000613,0.0006897,0.0003065,0.0000766,0,0,0,0,0,0.0000766,12601,0.0005555,0,0.0000794,0,0.0003174,0,0,0.0001587,0,0,0,0,0,0,0,0,3321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094,0.000977,0,0,0,0,0,0,0.0007328,0.0002443,0,0,0,0,0,0,0,5741,0.001916,0,0,0.0003484,0,0,0.0010451,0.0003484,0.0001742,0,0,0,0,0,0,0,6897,0.0024648,0,0.00029,0.000725,0.000435,0.000145,0.00029,0.00058,0,0,0,0,0,0,0,0,5599,0.0033935,0.0003572,0.0003572,0.0012502,0.0010716,0,0,0.0003572,0.0003572,0.0001786,0,0,0,0,0,0.0001786
23802,Clinton,Iowa,IA,4845,0.003096,0,0.0002064,0.0004128,0.0006192,0.0006192,0.0004128,0.0004128,0.0004128,0,0,0,0,0,0,0,2428,0.0053542,0,0.0004119,0.0008237,0.0008237,0.0012356,0.0008237,0.0004119,0.0008237,0,0,0,0,0,0,0,2417,0.0008275,0,0,0,0.0004137,0,0,0.0004137,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0.0046154,0,0,0.0007692,0.0007692,0,0.0015385,0.0007692,0.0007692,0,0,0,0,0,0,0,1442,0.0027739,0,0,0.0006935,0.0006935,0.001387,0,0,0,0,0,0,0,0,0,0,629,0.0079491,0,0.0015898,0,0.0015898,0.0015898,0,0.0015898,0.0015898,0,0,0,0,0,0,0
23900,Peoria,Illinois,IL,34578,0.0037885,0.0002024,0.0003181,0.0011857,0.0003181,0.0006941,0.0005784,0.0005784,0.0001157,0,0.0000289,0,0.0000868,0.0000289,0.0000289,0.0000289,17424,0.0067149,0.0004017,0.0005165,0.0021235,0.0005739,0.0010331,0.0011478,0.0010904,0.0002296,0,0.0000574,0,0.0001722,0.0000574,0.0000574,0.0000574,17152,0.0008162,0,0.0001166,0.0002332,0.0000583,0.0003498,0,0.0000583,0,0,0,0,0,0,0,0,4429,0.0006774,0,0.0002258,0,0,0,0,0.0002258,0.0002258,0,0,0,0,0,0,0,5427,0.0018426,0,0.0001843,0.0005528,0.0003685,0.0005528,0,0.0001843,0,0,0,0,0,0,0,0,7443,0.0017466,0.0002687,0.0002687,0.0004031,0.0001344,0.0004031,0.0001344,0.0004031,0,0,0,0,0.0001344,0,0.0001344,0,9608,0.0045795,0.0004163,0.0002082,0.0014571,0.0002082,0.0008326,0.0008326,0.0007286,0.0003122,0,0.0001041,0,0.0001041,0.0001041,0,0.0001041,7671,0.007952,0.0001304,0.0006518,0.0027376,0.0007822,0.0013036,0.001434,0.0010429,0,0,0,0,0.0001304,0,0,0
24000,Kenosha,Wisconsin,WI,36839,0.0022802,0.0000814,0.0002986,0.0002172,0.0002715,0.0004072,0.00038,0.0004886,0.0002172,0,0,0,0,0.0000271,0,0.0000543,18568,0.0037699,0.0001616,0.0004308,0.0003231,0.000377,0.000754,0.0007001,0.000754,0.0004308,0,0,0,0,0.0000539,0,0.0001077,18271,0.0007662,0,0.0001642,0.0001095,0.0001642,0.0000547,0.0000547,0.0002189,0,0,0,0,0,0,0,0,4029,0.0002482,0,0,0,0,0,0,0.0002482,0,0,0,0,0,0,0,0,5578,0.0017928,0,0.0001793,0,0,0.0003586,0.0003586,0.0005378,0.0003586,0,0,0,0,0,0,0,7983,0.0012527,0.0001253,0,0,0.0001253,0.0001253,0.0005011,0.0003758,0.0001253,0,0,0,0,0,0,0.0001253,11074,0.0022575,0.0000903,0.0003612,0.0003612,0.0002709,0.0003612,0.0004515,0.0001806,0.0002709,0,0,0,0,0.0000903,0,0,8175,0.0046483,0.0001223,0.0007339,0.0004893,0.0007339,0.0009786,0.000367,0.0011009,0.0002446,0,0,0,0,0,0,0.0001223
24100,Milwaukee,Wisconsin,WI,102646,0.0036338,0.0002143,0.0002533,0.0007112,0.0004189,0.0005748,0.000643,0.0007989,0.0002338,9.74E-06,0.0000195,0,0.000039,0.0000292,0.0000779,0.000039,51491,0.0061758,0.0004273,0.0004467,0.0012429,0.0005049,0.0009905,0.0011653,0.0013789,0.0004467,0.0000194,0.0000388,0,0.0000777,0.0000583,0.0001554,0.0000777,51148,0.0010753,0,0.0000587,0.000176,0.0003324,0.0001564,0.0001173,0.0002151,0.0000196,0,0,0,0,0,0,0,13155,0.0003041,0,0,0.000152,0.000076,0,0.000076,0,0,0,0,0,0,0,0,0,15271,0.0012442,0,0,0.0000655,0.0002619,0.0001965,0.0003929,0.0001965,0.000131,0,0,0,0,0,0,0,19027,0.0028381,0.0001051,0.0001577,0.0005781,0.0002102,0.0005256,0.0005781,0.0006307,0.0001577,0,0,0,0.0000526,0,0,0.0000526,27555,0.0033025,0.0002177,0.000254,0.0006169,0.0003629,0.0004355,0.0006532,0.0006895,0.0002903,0.0000363,0.0000363,0,0,0.0000363,0.0000726,0.0000363,27638,0.0074173,0.0005065,0.0005789,0.0015196,0.0008684,0.0012302,0.0010855,0.0017367,0.000398,0,0.0000362,0,0.0001085,0.0000724,0.0002171,0.0000724
24200,Bourbonnais,Illinois,IL,9078,0.0015422,0,0.0005508,0.0003305,0.0001102,0.0001102,0,0.0003305,0.0001102,0,0,0,0,0,0,0,4625,0.0023784,0,0.0008649,0.0004324,0,0.0002162,0,0.0006486,0.0002162,0,0,0,0,0,0,0,4453,0.0006737,0,0.0002246,0.0002246,0.0002246,0,0,0,0,0,0,0,0,0,0,0,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,0.0004556,0,0,0,0,0,0,0.0004556,0,0,0,0,0,0,0,0,2276,0.0021968,0,0.0013181,0,0,0,0,0.0004394,0.0004394,0,0,0,0,0,0,0,1410,0.0056738,0,0.0014184,0.0021277,0.0007092,0.0007092,0,0.0007092,0,0,0,0,0,0,0,0
24300,Chicago,Illinois,IL,441020,0.0026938,0.0001837,0.0001814,0.0008027,0.0003197,0.0002948,0.0003288,0.0005306,0.0002358,2.27E-06,0.0000317,4.53E-06,0.000034,0.0000136,0.0000227,0.0000748,220220,0.0043457,0.0003088,0.0002407,0.001385,0.0004132,0.000554,0.0005812,0.0008083,0.0003633,0,0.000059,9.08E-06,0.0000636,0.0000272,0.0000409,0.000109,220776,0.0010463,0.0000589,0.0001223,0.0002219,0.0002265,0.0000362,0.000077,0.0002537,0.0001087,4.53E-06,4.53E-06,0,4.53E-06,0,4.53E-06,0.0000408,61446,0.0006022,0,0.0000651,0.0002441,0.0000814,0.0000325,0.0000325,0.0001302,0.0000163,0,0,0,0,0,0,0,76785,0.0008595,0.0000651,0.000013,0.0002344,0.0001042,0.0000912,0.0000781,0.0002474,0.0000912,0,0.000013,0,0,0.000013,0,0.0000391,76109,0.0015767,0.000092,0.0001445,0.0003416,0.0001577,0.0001314,0.0002102,0.0004336,0.0001577,0,0.0000131,0,0.0000263,0,0.0000131,0.0000394,92543,0.0023341,0.0001621,0.0001297,0.0006808,0.0002593,0.0002485,0.0002485,0.0005295,0.0002377,0,0.0000216,0,0.0000432,0.0000108,0.0000216,0.0000648,134137,0.0055838,0.0004026,0.0003877,0.0017296,0.0006859,0.000656,0.0007306,0.0009319,0.0004622,7.46E-06,0.0000746,0.0000149,0.0000671,0.0000298,0.0000522,0.0001566
24400,Rockford,Illinois,IL,39736,0.0025921,0.0001762,0.0001762,0.000604,0.0003272,0.000453,0.0005033,0.0004027,0.0001258,0,0.0000252,0.0000252,0.0000252,0.0000503,0.0000252,0.0000252,20070,0.0043847,0.000299,0.000299,0.0009467,0.0004983,0.000847,0.0009467,0.0006477,0.0001993,0,0.0000498,0.0000498,0,0.0000997,0.0000498,0.0000498,19664,0.0007628,0.0000509,0.0000509,0.0002543,0.0001526,0.0000509,0.0000509,0.0001526,0.0000509,0,0,0,0.0000509,0,0,0,4543,0.0002201,0,0,0,0,0,0,0,0.0002201,0,0,0,0,0,0,0,6205,0.0006446,0,0,0.0001612,0.0003223,0.0001612,0,0,0,0,0,0,0,0,0,0,9069,0.0007719,0,0,0.0001103,0,0,0.0003308,0.0003308,0,0,0,0,0,0,0,0,11583,0.00259,0.0001727,0.0001727,0.0006043,0.0004317,0.000259,0.000518,0.0003453,0.000259,0,0,0,0,0,0.0000863,0.0000863,8336,0.0073177,0.0005998,0.0005998,0.0017994,0.0007198,0.0016795,0.0013196,0.0010797,0.00012,0,0.00012,0.00012,0.00012,0.0002399,0,0
24500,Rolla,Missouri,MO,6727,0.0022298,0,0.0002973,0.0002973,0.0005946,0.000446,0.0002973,0.0002973,0,0,0,0,0,0,0,0,3408,0.0038146,0,0.0002934,0.0005869,0.0011737,0.0008803,0.0002934,0.0005869,0,0,0,0,0,0,0,0,3318,0.0006028,0,0.0003014,0,0,0,0.0003014,0,0,0,0,0,0,0,0,0,1508,0.0006631,0,0,0,0,0,0.0006631,0,0,0,0,0,0,0,0,0,1838,0.0016322,0,0,0.0005441,0,0.0010881,0,0,0,0,0,0,0,0,0,0,1847,0.0010828,0,0,0,0.0005414,0,0,0.0005414,0,0,0,0,0,0,0,0,1039,0.0048123,0,0.0019249,0.0009625,0,0,0.0009625,0.0009625,0,0,0,0,0,0,0,0,495,0.0080808,0,0,0,0.0060606,0.0020202,0,0,0,0,0,0,0,0,0,0
24600,Farmington,Missouri,MO,8811,0.0003405,0,0,0,0.000227,0.0001135,0,0,0,0,0,0,0,0,0,0,4585,0.0004362,0,0,0,0.0002181,0.0002181,0,0,0,0,0,0,0,0,0,0,4226,0.0002366,0,0,0,0.0002366,0,0,0,0,0,0,0,0,0,0,0,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,0.0004161,0,0,0,0,0.0004161,0,0,0,0,0,0,0,0,0,0,1684,0.0005938,0,0,0,0.0005938,0,0,0,0,0,0,0,0,0,0,0,726,0.0013774,0,0,0,0.0013774,0,0,0,0,0,0,0,0,0,0,0
24701,St. Louis,Missouri,MO,150209,0.002177,0.0001198,0.0001598,0.000699,0.0003196,0.0002463,0.0002929,0.0003395,0.0001198,0,0.00002,6.66E-06,6.66E-06,0.0000399,6.66E-06,0.0000399,75306,0.0034659,0.0001726,0.0002523,0.0012615,0.0003718,0.0004117,0.0005312,0.0005179,0.0001195,0,0.0000398,0.0000133,0,0.0000797,0.0000133,0.0000266,74900,0.0008812,0.0000668,0.0000668,0.0001335,0.000267,0.0000801,0.0000534,0.0001602,0.0001202,0,0,0,0.0000134,0,0,0.0000534,22141,0.0004065,0.0000903,0,0.0002258,0.0000903,0,0.0000452,0,0.0000452,0,0,0.0000452,0,0,0,0.0000452,25355,0.0006705,0.0000394,0.0000789,0.0000789,0.0002366,0.0000394,0.0000394,0.0001578,0.0000394,0,0,0,0,0,0,0.0000394,28165,0.0014912,0.0000355,0.0001775,0.0003195,0.000213,0.0002485,0.000142,0.000284,0.0001065,0,0.0000355,0,0,0,0,0,35146,0.0025038,0.0001138,0.0002276,0.0008251,0.0001707,0.0002845,0.0004268,0.0004268,0.0001423,0,0,0,0,0.0000854,0,0.0000285,39402,0.0043399,0.0002538,0.0002284,0.0015228,0.0007106,0.0004822,0.0005837,0.0006091,0.000203,0,0.0000508,0,0.0000254,0.0000761,0.0000254,0.0000761
24702,Mexico,Missouri,MO,2390,0.0012552,0,0,0,0,0.0004184,0.0004184,0.0004184,0,0,0,0,0,0,0,0,1224,0.002451,0,0,0,0,0.000817,0.000817,0.000817,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0.002994,0,0,0,0,0,0.001497,0.001497,0,0,0,0,0,0,0,0,500,0.002,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
24801,Jacksonville,Illinois,IL,5461,0.0009156,0,0,0.0001831,0.0001831,0.0001831,0.0003662,0,0,0,0,0,0,0,0,0,2712,0.0018437,0,0,0.0003687,0.0003687,0.0003687,0.0007375,0,0,0,0,0,0,0,0,0,2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0.0007974,0,0,0,0,0,0.0007974,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,0.0031201,0,0,0.00078,0.00078,0.00078,0.00078,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24802,Springfield,Illinois,IL,17133,0.0021596,0.0001167,0.0002918,0.000642,0.0002918,0.0001751,0.0004669,0.0001167,0.0001751,0,0,0,0,0,0.0000584,0.0000584,8552,0.0038587,0.0002339,0.0004677,0.0010524,0.0005847,0.0003508,0.0009355,0.0002339,0.0002339,0,0,0,0,0,0.0001169,0.0001169,8580,0.0004662,0,0.0001166,0.0002331,0,0,0,0,0.0001166,0,0,0,0,0,0,0,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996,0.0003338,0,0,0,0,0.0003338,0,0,0,0,0,0,0,0,0,0,3647,0.0016452,0,0.0002742,0.0002742,0,0,0.0010968,0,0,0,0,0,0,0,0,0,4320,0.0037037,0.0002315,0.0009259,0.0011574,0,0,0.0006944,0.0002315,0.0006944,0,0,0,0,0,0,0.0002315,3796,0.0036881,0.0002634,0,0.0013172,0.0013172,0.0005269,0.0002634,0.0002634,0,0,0,0,0,0,0.0002634,0
24900,Edwardsville,Illinois,IL,24806,0.0017738,0.0000403,0.0002419,0.0004838,0.0000806,0.0004031,0.0002016,0.0002419,0.0001209,0,0,0,0,0,0.0000403,0,12589,0.0029391,0.0000794,0.0003972,0.0008738,0,0.0007943,0.0003972,0.0003177,0.0001589,0,0,0,0,0,0.0000794,0,12217,0.000573,0,0.0000819,0.0000819,0.0001637,0,0,0.0001637,0.0000819,0,0,0,0,0,0,0,3531,0.0002832,0,0,0,0,0,0,0,0.0002832,0,0,0,0,0,0,0,4139,0.0014496,0,0,0.0002416,0,0.0004832,0.0002416,0.0002416,0.0002416,0,0,0,0,0,0,0,6103,0.001147,0,0.0003277,0.0003277,0,0.0003277,0.0001639,0,0,0,0,0,0,0,0,0,6665,0.0018005,0,0.00015,0.0004501,0.00015,0.0003001,0.00015,0.0006002,0,0,0,0,0,0,0,0,4368,0.0041209,0.0002289,0.0006868,0.0013736,0.0002289,0.0009158,0.0004579,0.0002289,0.0002289,0,0,0,0,0,0.0002289,0
25000,Quincy,Illinois,IL,9746,0.0011287,0,0.0002052,0.000513,0,0.0001026,0.0003078,0,0,0,0,0,0,0,0,0,4824,0.0018657,0,0.0002073,0.0008292,0,0.0002073,0.0006219,0,0,0,0,0,0,0,0,0,4922,0.0004063,0,0.0002032,0.0002032,0,0,0,0,0,0,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823,0.0010627,0,0.0003542,0.0003542,0,0.0003542,0,0,0,0,0,0,0,0,0,0,2148,0.0023277,0,0.0004655,0.0013966,0,0,0.0004655,0,0,0,0,0,0,0,0,0,1075,0.0027907,0,0,0.0009302,0,0,0.0018605,0,0,0,0,0,0,0,0,0
25101,Mountain Home,Arkansas,AR,3100,0.0012903,0,0,0,0,0.0006452,0,0.0006452,0,0,0,0,0,0,0,0,1561,0.0019218,0,0,0,0,0.0012812,0,0.0006406,0,0,0,0,0,0,0,0,1538,0.0006502,0,0,0,0,0,0,0.0006502,0,0,0,0,0,0,0,0,961,0.0010406,0,0,0,0,0.0010406,0,0,0,0,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0.0028209,0,0,0,0,0,0,0.0028209,0,0,0,0,0,0,0,0,344,0.002907,0,0,0,0,0.002907,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
25102,West Plains,Missouri,MO,5423,0.0001844,0,0,0,0,0.0001844,0,0,0,0,0,0,0,0,0,0,2704,0.0003698,0,0,0,0,0.0003698,0,0,0,0,0,0,0,0,0,0,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,0.0008993,0,0,0,0,0.0008993,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
25103,Harrison,Arkansas,AR,4369,0.0009155,0,0,0,0.0002289,0,0.0004578,0,0.0002289,0,0,0,0,0,0,0,2204,0.0018149,0,0,0,0.0004537,0,0.0009074,0,0.0004537,0,0,0,0,0,0,0,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,0.0007987,0,0,0,0,0,0.0007987,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0.0021164,0,0,0,0.0010582,0,0,0,0.0010582,0,0,0,0,0,0,0,493,0.0020284,0,0,0,0,0,0.0020284,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25104,Heber Springs,Arkansas,AR,2566,0.0003897,0,0.0003897,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,0.0007849,0,0.0007849,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25105,Batesville,Arkansas,AR,3772,0.0015907,0,0,0.0005302,0.0005302,0,0,0,0.0005302,0,0,0,0,0,0,0,1946,0.0030832,0,0,0.0010277,0.0010277,0,0,0,0.0010277,0,0,0,0,0,0,0,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0.0009699,0,0,0,0,0,0,0,0.0009699,0,0,0,0,0,0,0,1014,0.0009862,0,0,0.0009862,0,0,0,0,0,0,0,0,0,0,0,0,901,0.0011099,0,0,0.0011099,0,0,0,0,0,0,0,0,0,0,0,0,569,0.0017575,0,0,0,0.0017575,0,0,0,0,0,0,0,0,0,0,0,257,0.0077821,0,0,0,0.0038911,0,0,0,0.0038911,0,0,0,0,0,0,0
25200,Henderson,Kentucky,KY,9437,0.0013776,0,0.0002119,0.0002119,0.0002119,0.000106,0.0005298,0.000106,0,0,0,0,0,0,0,0,4757,0.0023124,0,0.0004204,0.0004204,0,0.0002102,0.0010511,0.0002102,0,0,0,0,0,0,0,0,4680,0.0004274,0,0,0,0.0004274,0,0,0,0,0,0,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,0.0017316,0,0.0004329,0.0004329,0.0004329,0,0.0004329,0,0,0,0,0,0,0,0,0,2126,0.0014111,0,0.0004704,0.0004704,0,0,0,0.0004704,0,0,0,0,0,0,0,0,1134,0.005291,0,0,0,0.0008818,0.0008818,0.0035273,0,0,0,0,0,0,0,0,0
25300,Union City,Tennessee,TN,6656,0.0009014,0,0.0003005,0,0.0003005,0.0001502,0,0.0001502,0,0,0,0,0,0,0,0,3354,0.0014908,0,0.0005963,0,0.0005963,0.0002982,0,0,0,0,0,0,0,0,0,0,3302,0.0003028,0,0,0,0,0,0,0.0003028,0,0,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,0.0013167,0,0.0006583,0,0,0,0,0.0006583,0,0,0,0,0,0,0,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0.0015244,0,0.0007622,0,0.0007622,0,0,0,0,0,0,0,0,0,0,0,728,0.0027473,0,0,0,0.0013736,0.0013736,0,0,0,0,0,0,0,0,0,0
25401,Paducah,Kentucky,KY,7897,0.0006332,0,0.0001266,0.0002533,0,0.0001266,0.0001266,0,0,0,0,0,0,0,0,0,4007,0.0009983,0,0,0.0004991,0,0.0002496,0.0002496,0,0,0,0,0,0,0,0,0,3890,0.0002571,0,0.0002571,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,0.0010638,0,0,0.0005319,0,0.0005319,0,0,0,0,0,0,0,0,0,0,1270,0.0023622,0,0.0007874,0.0007874,0,0,0.0007874,0,0,0,0,0,0,0,0,0
25402,Murray,Kentucky,KY,1598,0.0018773,0,0,0.0006258,0,0,0.0006258,0.0006258,0,0,0,0,0,0,0,0,840,0.0035714,0,0,0.0011905,0,0,0.0011905,0.0011905,0,0,0,0,0,0,0,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0.0027473,0,0,0,0,0,0.0027473,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0.0057471,0,0,0.0028736,0,0,0,0.0028736,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
