par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,top5cit,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,top5cit_cat_1,top5cit_cat_2,top5cit_cat_3,top5cit_cat_4,top5cit_cat_5,top5cit_cat_6,top5cit_cat_7,kid_count_g_m,inventor_g_m,top5cit_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,top5cit_cat_1_g_m,top5cit_cat_2_g_m,top5cit_cat_3_g_m,top5cit_cat_4_g_m,top5cit_cat_5_g_m,top5cit_cat_6_g_m,top5cit_cat_7_g_m,kid_count_g_f,inventor_g_f,top5cit_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f,top5cit_cat_1_g_f,top5cit_cat_2_g_f,top5cit_cat_3_g_f,top5cit_cat_4_g_f,top5cit_cat_5_g_f,top5cit_cat_6_g_f,top5cit_cat_7_g_f,kid_count_pq_1,inventor_pq_1,top5cit_pq_1,inventor_cat_1_pq_1,inventor_cat_2_pq_1,inventor_cat_3_pq_1,inventor_cat_4_pq_1,inventor_cat_5_pq_1,inventor_cat_6_pq_1,inventor_cat_7_pq_1,top5cit_cat_1_pq_1,top5cit_cat_2_pq_1,top5cit_cat_3_pq_1,top5cit_cat_4_pq_1,top5cit_cat_5_pq_1,top5cit_cat_6_pq_1,top5cit_cat_7_pq_1,kid_count_pq_2,inventor_pq_2,top5cit_pq_2,inventor_cat_1_pq_2,inventor_cat_2_pq_2,inventor_cat_3_pq_2,inventor_cat_4_pq_2,inventor_cat_5_pq_2,inventor_cat_6_pq_2,inventor_cat_7_pq_2,top5cit_cat_1_pq_2,top5cit_cat_2_pq_2,top5cit_cat_3_pq_2,top5cit_cat_4_pq_2,top5cit_cat_5_pq_2,top5cit_cat_6_pq_2,top5cit_cat_7_pq_2,kid_count_pq_3,inventor_pq_3,top5cit_pq_3,inventor_cat_1_pq_3,inventor_cat_2_pq_3,inventor_cat_3_pq_3,inventor_cat_4_pq_3,inventor_cat_5_pq_3,inventor_cat_6_pq_3,inventor_cat_7_pq_3,top5cit_cat_1_pq_3,top5cit_cat_2_pq_3,top5cit_cat_3_pq_3,top5cit_cat_4_pq_3,top5cit_cat_5_pq_3,top5cit_cat_6_pq_3,top5cit_cat_7_pq_3,kid_count_pq_4,inventor_pq_4,top5cit_pq_4,inventor_cat_1_pq_4,inventor_cat_2_pq_4,inventor_cat_3_pq_4,inventor_cat_4_pq_4,inventor_cat_5_pq_4,inventor_cat_6_pq_4,inventor_cat_7_pq_4,top5cit_cat_1_pq_4,top5cit_cat_2_pq_4,top5cit_cat_3_pq_4,top5cit_cat_4_pq_4,top5cit_cat_5_pq_4,top5cit_cat_6_pq_4,top5cit_cat_7_pq_4,kid_count_pq_5,inventor_pq_5,top5cit_pq_5,inventor_cat_1_pq_5,inventor_cat_2_pq_5,inventor_cat_3_pq_5,inventor_cat_4_pq_5,inventor_cat_5_pq_5,inventor_cat_6_pq_5,inventor_cat_7_pq_5,top5cit_cat_1_pq_5,top5cit_cat_2_pq_5,top5cit_cat_3_pq_5,top5cit_cat_4_pq_5,top5cit_cat_5_pq_5,top5cit_cat_6_pq_5,top5cit_cat_7_pq_5
14802,Vincennes,Indiana,IN,3460,0.0017341,0.000289,0,0.000289,0.000289,0.000289,0,0.000578,0.000289,0,0,0,0,0,0,0.000289,1742,0.0034443,0.0005741,0,0.0005741,0.0005741,0.0005741,0,0.0011481,0.0005741,0,0,0,0,0,0,0.0005741,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0.0026247,0,0,0.0013123,0,0,0,0.0013123,0,0,0,0,0,0,0,0,933,0.0010718,0.0010718,0,0,0,0,0,0,0.0010718,0,0,0,0,0,0,0.0010718,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0.0068807,0,0,0,0.0022936,0.0022936,0,0.0022936,0,0,0,0,0,0,0,0
14900,Gary,Indiana,IN,45245,0.0019008,0.0001105,0.0001768,0.000442,0.0003094,0.0001547,0.0002873,0.0003315,0.0001989,0,0,0.0000221,0.0000221,0,0,0.0000663,22789,0.0030278,0.0001755,0.0001755,0.0007899,0.0003949,0.0002633,0.0005266,0.0005266,0.000351,0,0,0.0000439,0.0000439,0,0,0.0000878,22454,0.0007571,0.0000445,0.0001781,0.0000891,0.0002227,0.0000445,0.0000445,0.0001336,0.0000445,0,0,0,0,0,0,0.0000445,6065,0.0009893,0,0,0.0001649,0.0001649,0,0.0004946,0,0.0001649,0,0,0,0,0,0,0,6848,0.0007301,0.000146,0,0.0002921,0,0,0,0.0002921,0.000146,0,0,0,0,0,0,0.000146,9389,0.0008521,0,0,0.0001065,0.000213,0,0.0003195,0.0001065,0.0001065,0,0,0,0,0,0,0,13378,0.0018687,0.0002242,0.0003737,0.0004485,0,0.0002242,0.0002242,0.000299,0.000299,0,0,0,0.0000747,0,0,0.0001495,9565,0.004391,0.0001045,0.0003136,0.0010455,0.00115,0.0004182,0.0004182,0.0008364,0.0002091,0,0,0.0001045,0,0,0,0
15000,Canton,Ohio,OH,44976,0.002468,0.0000889,0.000289,0.0004002,0.0002446,0.0003113,0.0004447,0.0004669,0.0003113,0,0,0.0000222,0.0000222,0,0,0.0000445,22527,0.0041728,0.0001776,0.0004883,0.0006659,0.0002663,0.0005771,0.000799,0.0008434,0.0005327,0,0,0.0000444,0.0000444,0,0,0.0000888,22436,0.0007577,0,0.0000891,0.0001337,0.0002229,0.0000446,0.0000891,0.0000891,0.0000891,0,0,0,0,0,0,0,6292,0.0006357,0,0,0,0.0001589,0.0001589,0.0001589,0.0001589,0,0,0,0,0,0,0,0,10640,0.0010338,0,0,0.000094,0.000188,0,0.000282,0.000282,0.000188,0,0,0,0,0,0,0,12342,0.0016205,0.0002431,0.0002431,0.000162,0.000081,0.0002431,0.0003241,0.000162,0.0004051,0,0,0.000081,0.000081,0,0,0.000081,10176,0.0029481,0.0000983,0.0002948,0.0003931,0.0003931,0.0004914,0.0004914,0.0005896,0.0002948,0,0,0,0,0,0,0.0000983,5526,0.0083243,0,0.0012667,0.0019906,0.0005429,0.0009048,0.0012667,0.0016287,0.0007239,0,0,0,0,0,0,0
15100,Lorain,Ohio,OH,28322,0.002295,0.0001059,0.0002118,0.0005296,0.0001765,0.0001059,0.0005649,0.0005296,0.0001765,0,0,0,0,0.0000353,0.0000353,0.0000353,14281,0.0039213,0.00007,0.0003501,0.0010503,0.0002101,0.00014,0.0009803,0.0009803,0.0002101,0,0,0,0,0.00007,0,0,14038,0.0006411,0.0001425,0.0000712,0,0.0001425,0.0000712,0.0001425,0.0000712,0.0001425,0,0,0,0,0,0.0000712,0.0000712,3601,0.0002777,0,0,0,0.0002777,0,0,0,0,0,0,0,0,0,0,0,5356,0.0014937,0,0,0.0003734,0,0.0001867,0.0003734,0.0005601,0,0,0,0,0,0,0,0,7167,0.0018139,0,0.0004186,0.0002791,0.0002791,0,0.0004186,0.0001395,0.0002791,0,0,0,0,0,0,0,7594,0.0034238,0.0001317,0.0001317,0.0007901,0.0001317,0.0001317,0.0010535,0.0009218,0.0002634,0,0,0,0,0,0,0.0001317,4604,0.0036924,0.0004344,0.0004344,0.001086,0.0002172,0.0002172,0.0006516,0.0008688,0.0002172,0,0,0,0,0.0002172,0.0002172,0
15200,Cleveland,Ohio,OH,157087,0.0028901,0.0001528,0.0003183,0.0007193,0.0004138,0.0003501,0.0003883,0.000452,0.0002483,0,6.37E-06,0.0000191,6.37E-06,6.37E-06,0.0000255,0.0000891,78854,0.004502,0.0001902,0.0004565,0.0012808,0.0004946,0.000596,0.0006468,0.0006975,0.0003297,0,0.0000127,0.0000127,0,0,0.000038,0.0001268,78219,0.0012657,0.0001151,0.000179,0.0001534,0.0003324,0.0001023,0.0001278,0.0002046,0.0001662,0,0,0.0000256,0.0000128,0.0000128,0.0000128,0.0000511,22683,0.0004849,0.0000441,0.0000441,0.0000441,0,0.0000882,0.0000882,0.0001323,0.0000882,0,0,0,0,0,0,0.0000441,30821,0.0009734,0,0.0001947,0.000292,0.0001298,0.0000649,0.0001298,0.0001298,0.0000324,0,0,0,0,0,0,0,34841,0.0020952,0.0001722,0.0002009,0.0004592,0.000287,0.0002296,0.0003444,0.0004018,0.0001722,0,0.0000287,0,0,0,0.0000574,0.0000861,36429,0.0035686,0.0002196,0.0005765,0.0006863,0.0004941,0.0004941,0.0005765,0.0005216,0.0002196,0,0,0.0000549,0.0000275,0,0,0.0001373,32313,0.0064989,0.0002785,0.0004642,0.0019187,0.0010213,0.0007737,0.0006808,0.0009594,0.0006808,0,0,0.0000309,0,0.0000309,0.0000619,0.0001547
15300,Parkersburg,West Virginia,WV,12640,0.0013449,0.0001582,0.0004747,0.0002373,0.0002373,0.0000791,0.0000791,0.0001582,0.0000791,0.0000791,0,0,0,0,0,0.0000791,6448,0.0015509,0.0001551,0.0006203,0.0001551,0.0001551,0.0001551,0.0001551,0.0003102,0,0.0001551,0,0,0,0,0,0,6192,0.0011305,0.0001615,0.000323,0.000323,0.000323,0,0,0,0.0001615,0,0,0,0,0,0,0.0001615,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906,0.0006882,0,0.0003441,0,0,0,0.0003441,0,0,0,0,0,0,0,0,0,3063,0.0009794,0,0.000653,0,0,0.0003265,0,0,0,0,0,0,0,0,0,0,2852,0.0024544,0.0003506,0.0007013,0.0010519,0.0003506,0,0,0.0003506,0,0.0003506,0,0,0,0,0,0,1489,0.003358,0.0006716,0.0006716,0,0.0013432,0,0,0.0006716,0.0006716,0,0,0,0,0,0,0.0006716
15400,Zanesville,Ohio,OH,12825,0.0007018,0,0.000078,0.0002339,0,0,0.000078,0.0003119,0,0,0,0,0,0,0,0,6414,0.0010914,0,0,0.0004677,0,0,0.0001559,0.0004677,0,0,0,0,0,0,0,0,6411,0.000312,0,0.000156,0,0,0,0,0.000156,0,0,0,0,0,0,0,0,2487,0.0004021,0,0,0,0,0,0,0.0004021,0,0,0,0,0,0,0,0,3622,0.0005522,0,0,0.0002761,0,0,0.0002761,0,0,0,0,0,0,0,0,0,3453,0.0005792,0,0,0.0002896,0,0,0,0.0002896,0,0,0,0,0,0,0,0,2409,0.0004151,0,0,0,0,0,0,0.0004151,0,0,0,0,0,0,0,0,854,0.0035129,0,0.001171,0.001171,0,0,0,0.001171,0,0,0,0,0,0,0,0
15500,Steubenville,Ohio,OH,7822,0.0007671,0,0.0001278,0.0002557,0.0002557,0,0.0001278,0,0,0,0,0,0,0,0,0,3947,0.0015201,0,0.0002534,0.0005067,0.0005067,0,0.0002534,0,0,0,0,0,0,0,0,0,3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,0.0014684,0,0.0007342,0,0,0,0.0007342,0,0,0,0,0,0,0,0,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,0.0013692,0,0,0.0004564,0.0009128,0,0,0,0,0,0,0,0,0,0,0,1977,0.0005058,0,0,0.0005058,0,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15600,Wheeling,West Virginia,WV,11381,0.0015816,0,0.0001757,0.0003515,0.0001757,0.0003515,0.0001757,0.0002636,0.0000879,0,0,0,0,0,0,0,5683,0.0029914,0,0.000176,0.0007039,0.0003519,0.0007039,0.0003519,0.0005279,0.000176,0,0,0,0,0,0,0,5698,0.0001755,0,0.0001755,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,0.0004755,0,0,0,0,0,0,0.0004755,0,0,0,0,0,0,0,0,2659,0.0007522,0,0,0.0007522,0,0,0,0,0,0,0,0,0,0,0,0,2854,0.0024527,0,0.0003504,0.0003504,0.0003504,0.0010512,0.0003504,0,0,0,0,0,0,0,0,0,2467,0.0016214,0,0,0,0,0.0004054,0.0004054,0.0008107,0,0,0,0,0,0,0,0,1298,0.0030817,0,0.0007704,0.0007704,0.0007704,0,0,0,0.0007704,0,0,0,0,0,0,0
15700,Scioto,Ohio,OH,13435,0.0006699,0.0000744,0.0000744,0,0.0000744,0.0001489,0.0000744,0.0002977,0,0,0,0,0,0,0.0000744,0,6865,0.001311,0.0001457,0.0001457,0,0.0001457,0.0002913,0.0001457,0.0005827,0,0,0,0,0,0,0.0001457,0,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,0.0006691,0,0.0003346,0,0,0,0,0.0003346,0,0,0,0,0,0,0,0,3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3321,0.0009033,0,0,0,0,0.0003011,0.0003011,0.0003011,0,0,0,0,0,0,0,0,2611,0.000383,0.000383,0,0,0,0,0,0.000383,0,0,0,0,0,0,0.000383,0,998,0.003006,0,0,0,0.001002,0.001002,0,0.001002,0,0,0,0,0,0,0,0
15800,Athens,Ohio,OH,7910,0.0013906,0.0001264,0,0.0003793,0.0001264,0.0001264,0.0001264,0.0005057,0.0001264,0,0,0.0001264,0,0,0,0,3962,0.0020192,0,0,0.0007572,0,0.0002524,0,0.0007572,0.0002524,0,0,0,0,0,0,0,3947,0.0007601,0.0002534,0,0,0.0002534,0,0.0002534,0.0002534,0,0,0,0.0002534,0,0,0,0,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0.0009916,0,0,0.0004958,0,0,0,0.0004958,0,0,0,0,0,0,0,0,1383,0.0036153,0.0007231,0,0.0014461,0.0007231,0,0.0007231,0,0.0007231,0,0,0.0007231,0,0,0,0,702,0.005698,0,0,0,0,0.0014245,0,0.0042735,0,0,0,0,0,0,0,0
